00A,Bensalem
3T0,Gordonville
3T2,Manvel
3T4,Tetlin
3T6,Justin
3T7,Middle Bass Island
3T8,China Spring
3TA,Stafford
3TA0,Rocksprings
3TA1,Comfort
3TA2,Sealy
3TA3,Bandera
3TA4,Brownwood
3TA5,Blanco
3TA6,Brackettville
3TA7,Bridgeport
3TA8,Crystal City
3TA9,Crystal City
3TE,Tecumseh
3TE0,Iola
3TE1,Dayton
3TE2,Houston
3TE3,Presidio
3TE4,Ruidosa
3TE5,Panhandle
3TE6,Skellytown
3TE7,Pandale
3TE8,Terlingua /Alpine/
3TE9,Dayton
3TN0,Kingsport
3TN1,Memphis
3TN2,Kingston
3TN3,Dresden
3TN4,Seymour
3TN5,Kingsport
3TN6,Memphis
3TN7,Pigeon Forge
3TN8,Lenoir City
3TN9,Springfield
3TS0,Longview
3TS1,Wimberley
3TS2,West
3TS3,Alvin
3TS4,Angleton
3TS5,Beasley
3TS6,Conroe
3TS7,Dayton
3TS8,Houston
3TS9,Cooper
3TX0,Corpus Christi
3TX1,Berryville
3TX2,Justin
3TX3,Justin
3TX4,Justin
3TX5,Adkins
3TX6,Rio Vista
3TX7,Justin
3TX8,Justin
3TX9,Burleson
3U0,Three Creek
3U1,Warren
3U2,Yellow Pine
3U5,Augusta
3U9,Boulder
3VA0,Warrenton
3VA1,Warrenton
3VA2,Warrenton
3VA3,Warrenton
3VA4,Warsaw
3VA5,Leesburg
3VA6,Somerville
3VA7,White Post
3VA8,Windsor
3VA9,Danville
3VG2,Machipongo
3VG3,Burgess
3VG4,Virginia Beach
3VG5,Hampton
3VG6,Tangier
3VG7,Somerville
3VG8,Chesapeake City
3VG9,South Boston
3VS,Versailles
3W2,Put In Bay
3W3,Stevensville
3W5,Concrete
3W6,Bladenboro
3W9,Middle Bass Island
3WA0,Rainier
3WA1,Leavenworth
3WA2,Harrington
3WA3,Kahlotus
3WA4,Kahlotus
3WA5,Oak Harbor
3WA6,Kent
3WA7,Kent
3WA8,Kirkland
3WA9,Lacey
3WI0,Algoma
3WI1,Union Grove
3WI2,Waterloo
3WI3,Bevent
3WI4,Wausau
3WI5,Whitewater
3WI6,Clinton
3WI7,Dousman
3WI8,Redgranite
3WI9,Chippewa Falls
3WN2,Washburn
3WN3,Kenosha
3WN4,New London
3WN6,Chetek
3WN7,Manitowoc
3WN8,Chippewa Falls
3WN9,Strum
3WV2,Huntington
3X5,North Bass Island
3XA0,Grandview
3XA1,Valley View
3XA2,Bay City
3XA4,Palmview
3XA5,Nassau Bay
3XA6,Austin
3XA7,Pontotoc
3XA8,Cresson
3XA9,Sabine Pass
3XS0,Denton
3XS1,Palacios
3XS2,Victoria
3XS3,Victoria
3XS4,Vidor
3XS5,Von Ormy
3XS6,Longview
3XS7,Fort Worth
3XS8,Waller
3XS9,Comanche
3Y0,Wall Lake
3Y4,Woodbine
3Y7,Isabel
3Z1,Feather River
3Z8,Golden Horn Lodge
3Z9,Haines
40AK,Sterling
40AR,Garfield
40AZ,Maricopa
40C,Watervliet
40CA,City of Industry
40D,Three Lakes
40FA,Orlando
40FD,Lakeland
40FL,Punta Gorda
40GA,Smyrna
40I,Waynesville
40II,Butler
40IL,Cornell
40IN,Freetown
40IS,Chicago
40KS,Williamsburg
40KY,Eminence
40LA,Monroe
40ME,Fryeburg
40MN,Bingham Lake
40MO,Weston
40NC,Boone
40ND,Galchutt
40NE,Bartlett
40NJ,Neshanic
40NY,Bay Shore
40OH,Newbury
40OI,Lodi
40OK,Oilton
40OR,Pendleton
40PA,Olyphant
40PN,Eagles Mere
40TA,Jewett
40TE,Jarrell
40TS,West
40TX,Cleveland
40VA,Martinsville
40WA,White Swan
40WI,Centerville
40X,Hallettsville
40XS,Cedar Park
41AK,Wasilla
41AR,Arkadelphia
41AZ,Maricopa
41C,Wayland
41CA,Forest Glen
41CO,Meeker
41FD,Placida
41FL,Fort Myers
41G,Bath
41GA,Jonesboro
41ID,Kuna
41IL,Lindenwood
41IN,New Albany
41IS,Grand Ridge
41KS,Spring Hill
41KY,Louisville
41LA,Shreveport
41MA,Mashpee
41MN,Clinton
41MO,Willard
41MT,Heron
41NC,Kannapolis
41NE,Ewing
41NJ,Secaucus
41NK,Millerton
41NY,Essex
41OH,New Franklin
41OI,Mansfield
41OK,Oklahoma City
41OR,Springfield
41PA,New Kingstown
41PN,New Castle
41TA,Glen Rose
41TE,Kerrville
41TN,Milton
41TS,Westminster
41TX,Wolfe City
41VA,Richmond
41WA,Wenatchee
41WI,Elkhorn
41XS,Taylor
42AK,Wasilla
42AR,Mountain Home
42AZ,Mayer
42B,East Haddam
42C,White Cloud
42CA,Indio
42CL,Costa Mesa
42CN,Reedley
42CO,Evergreen
42FD,Lake Worth
42FL,Marathon
42GA,Marietta
42II,La Porte
42IL,Union
42IN,Indianapolis
42KY,Benton
42L,Long Beach
42LA,Morgan City
42MA,Worcester
42MD,Oakland
42MI,Albion
42MN,Corcoran
42MO,Festus
42MS,Starkville
42N,Rothbury
42NC,Spring Hope
42NE,Arthur
42NH,Berlin
42NJ,Elmer
42NY,East Homer
42OH,Newton Falls
42OI,Newark
42OK,Oklahoma City
42OR,Post
42PA,Exton
42PN,Pittsburgh
42TA,La Porte
42TE,Victoria
42TN,Paris
42TS,Houston
42TX,Wolfe City
42VA,Virginia Beach
42VT,Shelburne
42WA,Wilbur
42WI,Ladysmith
42XS,Freer
43AK,Wasilla
43AR,Newport
43AZ,Tonopah
43CA,Kelso
43CL,Twentynine Palms
43CN,Petaluma
43CO,Franktown
43FD,Kissimmee
43FL,Umatilla
43G,Belleville
43GA,Stockbridge
43I,Peru
43IG,Grayland
43II,Merrillville
43IN,St Wendel
43IS,Seymour
43K,Marion
43KS,Manhattan
43KY,Louisville
43L,Los Angeles
43LA,Belcher
43MI,Gladstone
43MO,Pleasant Hill
43NC,Mocksville
43NE,Riverdale
43NJ,Parlin
43NY,Cherry Valley
43OA,Bellbrook
43OI,North Baltimore
43OK,Wellston
43OR,Bend
43PA,Spring City
43PN,Pottstown
43TA,Morgan
43TE,Houston
43TN,Morrison
43TS,Lindale
43TX,Alamo
43VA,Salem
43WA,Woodinville
43WI,Colfax
43XS,Texas City
43Y,Northome
44A,San Luis
44AK,Wasilla
44AR,Vilonia
44AZ,Page
44B,Dover/Foxcroft
44CA,Blythe
44CL,Linden
44CN,Los Angeles
44CO,Hotchkiss
44FD,Lake Buena Vista
44FL,Stuart
44G,Blissfield
44GA,Pineview
44ID,Donnelly
44II,Roanoke
44IL,Minooka
44IN,West Lafayette
44IS,Barry
44KS,Wichita
44KY,Chavies
44L,Los Angeles
44LA,Dry Creek
44LL,Carlinville
44M,Cookson
44MD,Baltimore
44MI,Mulliken
44MN,Hanover
44MO,St Joseph
44MU,Granby
44NC,Landis
44ND,Halliday
44NJ,Rumson
44NY,Fort Plain
44OH,Cuyahoga Falls
44OI,Painesville
44OK,Crescent
44OR,Canby
44PA,Spring Mills
44PN,Honesdale
44T,Olympia
44TA,Princeton
44TE,Kingsland
44TN,Louisville
44TS,Llano
44TX,Fredericksburg
44VA,Eagle Rock
44WA,White Salmon
44WI,Spencer
44WY,Douglas
44XS,Bellaire
45AK,Delta Junction
45AR,Flippin
45AZ,Pine Springs
45CA,Corona
45CL,Zenia
45CN,Groveland
45CO,Mead
45FD,Jacksonville Beach
45FL,Live Oak
45GA,Savannah
45IA,West Burlington
45II,Rolling Prairie
45IL,Lake Forest
45IN,North Vernon
45IS,Bolingbrook
45KS,Grenola
45KY,Albany
45L,Los Angeles
45LA,Venice
45MI,Barbeau
45MN,Euclid
45MO,St Peters
45MT,Hingham
45NC,Seaboard
45NH,Raymond
45NJ,Union
45NY,Verona
45OG,Pilot Rock
45OH,New Richmond
45OI,Strasburg
45OK,South Coffeyville
45OL,Stilwell
45OR,Coquille
45PA,Meadville
45S,Silver Lake
45TA,Houston
45TE,Ponder
45TN,Church Hill
45TS,Llano
45TX,West
45VA,West Point
45WA,Yakima
45WI,Woodville
45WY,Casper
45XS,Cotulla
46AK,Homer
46AR,Sherwood
46AZ,Pinon
46CA,Julian
46CL,Los Angeles
46CN,Llano
46CO,Pueblo
46FD,Hastings
46FL,Titusville
46GA,Savannah
46IA,Ankeny
46II,Valparaiso
46IL,Macomb
46IN,Plymouth
46KS,Valley Center
46KY,Fort Thomas
46LA,Bastrop
46LL,Long Grove
46LS,Gueydan
46ME,Skowhegan
46MI,Webberville
46MN,Evansville
46MO,St. Peters
46MS,Foxworth
46N,Red Hook
46NC,Marshville
46NE,Madrid
46NJ,Clarksburg
46NY,Savannah
46OH,North Jackson
46OI,Sylvania
46OK,Bison
46OR,Pendleton
46PA,Pittsburgh
46PN,Allentown
46SC,Gaffney
46TA,Cotulla
46TE,Alpine
46TN,Pleasantville
46TS,Dallas
46TX,Angleton
46VA,Caledonia
46WA,Yakima
46WI,New Richmond
46XS,Denton
47AK,Eagle River
47AR,Melbourne
47AZ,Queen Creek
47CA,Lake Arrowhead
47CL,San Fernando
47CN,Auburn
47CO,New Raymer
47FD,Fort Myers
47FL,Weirsdale
47G,Carson City
47GA,Pinehurst
47II,Liberty Mills
47IL,Kempton
47IN,Merom
47IS,Durand
47KS,Baldwin City
47KY,Hardinsburg
47LA,Lake Charles
47M,Brownsville
47MA,Hamilton
47MI,Bay City
47MN,Norwood
47MO,Hamilton
47NC,Fayetteville
47NE,Lincoln
47NJ,Clifton
47NY,Borden
47OH,Norwalk
47OI,Wadsworth
47OK,Calumet
47OR,Adel
47PA,State College
47PN,Bristol
47TA,Prosper
47TE,La Ward
47TN,Paris
47TS,Madisonville
47TX,Armstrong
47VA,Chesapeake
47WA,Woodinville
47WI,Fort Atkinson
47XS,Lubbock
47Y,Pelican Rapids
48AK,Sutton/Chickaloon
48AZ,Rimrock
48CA,Westminster
48CL,Grass Valley
48CN,Madera
48CO,Nunn
48FD,Delray Beach
48FL,Walnut Hill
48G,Yale
48GA,Dublin
48II,Cedarville
48IL,Godfrey
48IN,Indianapolis
48IS,Lexington
48KS,Salina
48KY,Columbia
48LA,New Orleans
48LL,Leaf River
48MD,Princess Anne
48MI,Dorr
48MO,California
48MT,Stevensville
48NC,Lexington
48ND,Hazelton
48NE,Valley
48NH,Wolfeboro
48NJ,Salem
48NY,Hamburg
48OH,Oberlin
48OI,Mansfield
48OK,Checotah
48OR,Roseburg
48P,Cresco
48PA,Tower City
48SN,Wichita
48T,Johnson City
48TA,Hamlin
48TE,Langtry
48TS,New Braunfels
48TX,Trenton
48U,Green River
48VA,Gore
48VT,Colchester
48WA,Yakima
48WI,Hazelhurst
48X,Palmetto
48XS,Marathon
48Y,Pinecreek
49AK,Talkeetna
49AZ,Rock Point
49C,Camp Lake
49CA,Carpinteria
49CL,Madera
49CN,Red Bluff
49CO,Roggen
49F,Rankin
49FD,Quincy
49FL,Walnut Hill
49G,Charlotte
49GA,Riverdale
49II,Lena
49IL,Somonauk
49IN,Sullivan
49IS,Dixon
49K,Norwich
49KS,Manhattan
49KY,Lexington
49LA,Baton Rouge
49LL,Decatur
49MI,Wayland
49MN,Hastings
49MO,St Louis
49N,East Moriches
49NC,North Wilkesboro
49NE,North Platte
49NJ,Hammonton
49NY,Shelter Island
49OH,Olmsted Falls
49OI,Toledo
49OK,Holdenville
49OR,Dayville
49PA,Stone Church
49PN,Danville
49S,Babb
49T,Dallas
49TA,Crosby
49TE,Brenham
49TS,Plano
49TX,Harlingen
49U,Shoshoni
49VA,Kilmarnnock
49WA,Yelm
49WI,Loganville
49XS,Star
4A2,Atmautluak
4A3,Wasilla
4AA4,Homer
4AK,Livengood
4AK0,Wasilla
4AK1,Deadhorse
4AK2,Wasilla
4AK3,Long Lake
4AK5,Mankomen Lake
4AK6,Palmer
4AK7,Aleknagik
4AK8,Napaimute
4AK9,Naknek
4AL0,Birmingham
4AL2,Foley
4AL3,Hanceville
4AL4,Hartselle
4AL5,Madison
4AL6,Summerdale
4AL7,Flat Rock
4AL8,Huntsville
4AL9,Lapine
4AR0,Russellville
4AR1,Cabot
4AR2,Cabot
4AR3,Conway
4AR4,Garland
4AR5,Cherry Valley
4AR6,Caddo Gap
4AR7,Booneville
4AR8,Fayetteville
4AR9,Jonesboro
4AZ0,Tucson
4AZ1,Surprise
4AZ2,Capitan
4AZ3,Roosevelt
4AZ4,Tombstone
4AZ5,Phoenix
4AZ6,Kingman
4AZ7,San Carlos
4AZ8,Marana
4AZ9,Willcox
4B0,South Bethlehem
4B1,Duanesburg
4B9,Simsbury
4C1,Union Mills
4C2,Waterloo
4C3,Yalesville
4C4,Colebrook
4C7,Ackley
4CA0,Los Angeles
4CA1,Los Angeles
4CA2,Brentwood
4CA3,Pleasanton
4CA4,Lynwood
4CA5,Orange
4CA6,El Segundo
4CA7,Chico
4CA8,Modesto
4CA9,Los Angeles
4CL1,Rancho Santa Margarita
4CL2,Temecula
4CL3,Williams
4CL4,Lucerne
4CL5,Carmichael
4CL6,San Marcos
4CL7,Bishop
4CL8,Hanford
4CL9,Colton
4CO0,Carbondale
4CO1,Waterton
4CO2,Wellington
4CO3,Walsh
4CO4,Westminster
4CO5,Meeker
4CO6,Wheat Ridge
4CO7,Elbert
4CO8,Castle Rock
4CO9,Beaver Creek
4D1,Wonewoc
4D5,Brookfield
4D8,Milford
4D9,Alma
400000000,Richardton
4000000000,Fort Hancock
4F1,Westport
4FA3,Fort Myers
4FD2,O'Brien
4FD3,Homestead
4FD4,Panama City
4FD5,Panama City
4FD6,Pine Island Center
4FD7,Polk City
4FD8,Sanibel
4FD9,Sanibel
4FL0,Lamont
4FL1,Kenansville
4FL2,Bushnell
4FL3,Fellsmere
4FL4,Bell
4FL5,Frostproof
4FL6,Cassia
4FL7,Naples
4FL8,Sarasota
4FL9,Haines City
4G0,Monroeville
4G1,Greenville
4G2,Hamburg
4G3,Alliance
4G7,Fairmont
4GA0,Ball Ground
4GA1,Concord
4GA2,Augusta
4GA3,Bainbridge
4GA4,Eton
4GA5,Carrollton
4GA6,Douglasville
4GA7,Griffin
4GA8,Arlington
4GA9,Cumming
4GE0,Millhaven
4GE1,Attapulgus
4GE2,Stockbridge
4GE3,Montrose
4H1,Chicago/Schaumburg
4IA0,Creston
4IA1,Iowa Falls
4IA2,West Liberty
4IA3,Charles City
4IA4,Danville
4IA5,Clarion
4IA7,Cedar Falls
4IA8,Williamsburg
4IA9,Dike
4II0,Delphi
4II2,Lawrence
4II3,Fillmore
4II4,North Judson
4II5,Hammond
4II6,Palmyra
4II7,Thorntown
4II8,Greenfield
4II9,Brookston
4IL0,Litchfield
4IL2,Fairbury
4IL3,Stillman Valley (Byron)
4IL4,St Elmo
4IL5,Morrison
4IL6,West Chicago
4IL7,Brussels
4IL8,Murphysboro
4IL9,Benson
4IN1,Kendallville
4IN2,La Grange
4IN3,Clear Lake
4IN4,Wallace
4IN5,Bourbon
4IN6,Danvillle
4IN7,Attica
4IN8,Rensselaer
4IN9,Syracuse
4IS0,Anna
4IS1,Atwood
4IS2,Chester
4IS3,Chicago
4IS4,Harrisburg
4IS5,Hecker
4IS6,Minonk
4IS7,Seymour
4IS8,Sparland
4IS9,Bunker Hill
4K0,Pedro Bay
4K5,Ouzinkie
4KA,Tununak
4KS1,Wellsville
4KS2,De Soto
4KS4,Wichita
4KS6,Hartford
4KS7,Rose Hill
4KS8,Bird City
4KY0,Hardin
4KY1,Glasgow
4KY2,Manchester
4KY3,Burlington
4KY4,Calhoun
4KY5,West Point
4KY6,Hopkinsville
4KY7,Verona
4KY8,Shepherdsville
4KY9,Ashland
4LA0,Port Sulphur
4LA1,Leeville
4LA2,Leeville
4LA3,Jackson
4LA4,Leeville
4LA5,Lafayette
4LA6,Lafitte
4LA7,Marrero
4LA8,Clinton
4LA9,Raceland
4LL0,Steward
4LL1,Steward
4LL2,Champaign
4LL3,Stockton
4LL4,Chebanse
4LL7,Sycamore
4LL8,Sycamore
4LL9,Morrisonville
4M0,Traverse City
4M5,Dermott
4M8,Clarendon
4MA0,Sherborn
4MA1,Wareham
4MA2,Chicopee
4MA3,Millbury
4MA4,New Bedford
4MA5,Boston
4MA6,Cohasset
4MA7,Ludlow
4MA8,Quincy
4MA9,Springfield
4MD,Baltimore
4MD0,Lusby
4MD1,Berlin
4MD2,Oakland
4MD3,Bishopville
4MD4,Clements
4MD5,Hunt Valley
4MD6,Dublin
4MD7,Thurmont
4MD8,Frederick
4MD9,Owings Mills
4ME4,Fryeburg
4MI0,Romeo
4MI1,Petersburg
4MI3,Overisel
4MI4,Schoolcraft
4MI5,Ruby
4MI6,Three Oaks
4MI7,Farwell
4MI9,Adrian
4MN0,Albany
4MN2,Barnsville
4MN3,Ham Lake
4MN4,Ivanhoe
4MN5,Graceville
4MN7,Amboy
4MN8,Pequot Lakes
4MO,Montgomery City
4MO0,Kingsville
4MO2,Lancaster
4MO3,La Plata
4MO4,Liberty
4MO5,Lockwood
4MO6,Louisiana
4MO7,Mound City
4MO8,Atherton
4MO9,Lone Jack
4MS0,Pelahatchie
4MS1,Robinsonville
4MS2,Raymond
4MS3,Sladen
4MS4,Shannon
4MS5,Lucedale
4MS6,Jackson
4MS7,Tunica
4MS8,Tunica
4MS9,Canton
4MT1,Belgrade
4N0,Kalamazoo
4N2,Middlesex
4N4,Lidgerwood
4N7,Greene
4NA0,Williston
4NA1,Williston
4NA3,Antler
4NA5,Berthold
4NA6,Grenora
4NC0,Mocksville
4NC1,Milton
4NC2,Bayboro
4NC3,Taylorsville
4NC4,Mooresville
4NC5,Cape Carteret
4NC6,Fletcher
4NC7,Garner
4NC8,Concord
4NC9,Gold Hill
4ND1,Thompson
4ND4,Upham
4ND8,Wyndmere
4NE0,Madrid
4NE1,Milburn
4NE3,North Platte
4NE8,Palisade
4NE9,Paxton
4NJ0,Rosemont
4NJ1,Somerville
4NJ2,Rutherford
4NJ3,Salem
4NJ4,Lawrenceville
4NJ5,Sayreville
4NJ6,Vineland
4NJ7,Woodstown
4NJ8,Somerville
4NJ9,Somerville
4NK0,Jamestown
4NK1,Baldwinsville
4NK2,Greenwich
4NK3,Evans
4NK4,Fabius
4NK5,Macedon
4NK6,Marion
4NK7,Millbrook
4NK8,Amsterdam
4NK9,Staten Island
4NY0,Beekmantown
4NY1,Chester
4NY2,College Point
4NY3,Port Jervis
4NY4,Delmar
4NY5,East Hampton
4NY6,Clifton Springs
4NY8,Elmira
4NY9,Elmont
4O1,Snyder
4O6,Afton
4O7,Meno
4OA8,Piqua
4OH0,Tipp City
4OH1,Madison
4OH2,Zanesville
4OH3,North Lima
4OH4,Orient
4OH5,Akron
4OH6,Akron Suffield
4OH7,Gallipolis
4OH8,Archbold
4OH9,Bellevue
4OI0,Sylvania
4OI1,Zanesville
4OI3,Cincinnati
4OI5,Toledo
4OI7,Avon
4OI8,Canfield
4OI9,Coalton
4OK0,Seminole
4OK1,Talihina
4OK2,Avant
4OK3,Tulsa
4OK4,Tuttle
4OK5,Velma
4OK6,Wanette
4OK7,Washington
4OK8,Wilburton
4OK9,Cushing
4OL3,Lawton
4OR0,Rogue River
4OR1,Salem
4OR2,Salem
4OR3,Albany
4OR4,Corvallis
4OR5,Salem
4OR6,Sandy
4OR7,Salem
4OR8,Salem
4OR9,Florence
4P2,Akron
4P5,Lac Du Flambeau
4PA0,Annville
4PA1,New Berlin
4PA2,Lititz
4PA3,Liverpool
4PA4,Lock Haven
4PA5,Lock Haven
4PA6,Starlight
4PA7,Lykens
4PA8,Pipersville
4PA9,Macungie
4PN0,Grove City
4PN2,Charleston
4PN3,Masontown
4PN4,Holtwood
4PN5,Erwinna
4PN6,Mechanicsburg
4PN7,Eagles Mere
4PN8,Tunkhannock
4PN9,Birdsboro
4PS2,Altoona
4PS3,Warren
4PS4,Chadds Ford
4PS5,Carmicheal
4PS6,Lewistown
4PS7,Oxford
4PS8,Coatesville
4PS9,Vandergrift
4R6,Milnor
4S4,Cornelius
4S5,St Thomas
4S6,Rimrock
4S7,Malin
4SC4,Liberty
4SC7,Aiken
4SD4,Rapid City
4T7,Hico
4TA0,Damon
4TA1,Denton
4TA3,Graham
4TA4,Hempstead
4TA5,Holliday
4TA6,Hunt
4TA7,Ingleside
4TA8,Ozona
4TA9,Richmond
4TE0,Lone Star
4TE1,Booker
4TE2,Del Rio
4TE3,Claude
4TE4,Alpine
4TE5,Dell City
4TE6,Dayton
4TE7,Del Rio
4TE8,Evadale
4TE9,D'Hanis
4TN0,Blaine
4TN1,Collinwood
4TN2,Crossville
4TN3,Moscow
4TN4,Eads
4TN5,Fairfield
4TN6,Fayetteville
4TN7,Huntingdon
4TN8,Jackson
4TN9,Jackson
4TS0,Houston
4TS1,Houston
4TS2,Houston
4TS3,Palestine
4TS4,Houston
4TS5,Mountain Home
4TS6,Jersey Village
4TS7,Fort Stockton
4TS8,D'Hanis
4TS9,Austin
4TX0,Mont Belvieu
4TX1,Abilene
4TX2,Keller
4TX3,Petty
4TX4,Kennedale
4TX5,Kerens
4TX6,Kilgore
4TX7,Knox City
4TX8,Krum
4TX9,San Antonio
4U4,Chinook
4U7,Conner
4U8,Linton
4V6,Hay Springs
4V8,West Dover
4VA0,Wingina
4VA1,Martinsville
4VA2,Woodbridge
4VA3,Richmond
4VA4,Woodstock
4VA5,Arrington
4VA6,Atlantic
4VA7,Grundy
4VA8,Richmond
4VA9,Rixeyville
4VG2,Ashland
4W0,Bandera
4W4,Hurdle Mills
4W6,Blaine
4W7,Mebane
4W8,Elma
4W9,Pink Hill
4WA0,Royal City
4WA1,Skamania
4WA2,Little Rock
4WA3,Longview
4WA4,Lopez
4WA6,Kahlotus
4WA7,Mc Cleary
4WA8,Deming
4WA9,Port Orchard
4WI0,Chippewa Falls
4WI1,Rio
4WI2,Crandon
4WI3,Crivitz
4WI4,Tomahawk
4WI5,Eau Claire
4WI6,Sheboygan Falls
4WI8,Galesville
4WI9,Glenwood City
4WN2,Vesper
4WN3,Lakewood
4WN4,Holcombe
4WN5,Balsam Lake
4WN6,Marinette
4WN7,Green Bay
4WN8,Dousman
4WN9,Salem
4WV4,Medley
4XA2,Kenedy
4XA3,Clyde
4XA4,Rockdale
4XA5,Burkburnett
4XA6,Port Arthur
4XA7,Irving
4XA8,Kermit
4XS0,Waller
4XS1,Corsicana
4XS2,Paradise
4XS3,West Columbia
4XS4,Carrollton
4XS5,Wiergate
4XS6,Willow City
4XS8,Wimberley
4XS9,Wimberley
4Y1,Howell
4Y8,Yale
4Y9,Harrietta
4Z2,Hannum Creek
4Z5,Horsfeld
4Z7,Hyder
4Z9,Jakolof Bay
50AK,Point Mackenzie
50AR,Danville
50AZ,Rocky Ridge
50CA,Long Beach
50CL,Lakewood
50CO,Fort Collins
50FD,Altha
50FL,Jay
50G,Chesaning
50GA,Valdosta
50II,Bainbridge
50IL,Antioch
50IN,Farmersburg
50IS,Freeport
50K,Pawnee City
50KS,Pratt
50KY,Paris
50LA,Thibodaux
50LS,Satsuma
50M,Eagleville
50MI,Greenville
50MN,Herman
50MO,West Plains
50NC,Kannapolis
50NE,Aurora
50NJ,Camden
50NM,Abiquiu
50NY,Hemlock
50OG,Forest Grove
50OH,Oregon
50OI,Ashville
50OK,Oklahoma City
50OR,Alfalfa
50PA,Stroudsburg
50PN,Delmont
50S,Parma
50TA,Geronimo
50TE,Johnson City
50TN,Paris
50TS,San Antonio
50TX,Blanco
50VA,Lynchburg
50WA,Chehalis
50WI,Neenah
50WY,Casper
50XS,Quemado
51AK,Talkeetna
51AZ,Prescott Valley
51CA,Lucerne Valley
51CL,Galt
51CO,Hotchkiss
51FD,Leesburg
51FL,Chiefland
51G,Clio
51GA,Tyrone
51IL,Mansfield
51IN,West Lafayette
51IS,Griggsville
51K,Olathe
51KS,Elmo
51KY,Whitesburg
51LA,White Castle
51LS,Sunset
51M,Mio
51MI,Pontiac
51MN,Dent
51MO,Advance
51NC,Zebulon
51NE,Fort Calhoun
51NJ,Cologne
51NK,East Moriches
51NY,Holley
51OH,Ottawa
51OI,Canal Fulton
51OK,Beggs
51OR,Salem
51PA,New Oxford
51PN,Blawnox
51SC,Ehrhardt
51TA,Fort Worth
51TE,Waxahachie
51TN,Columbia
51TS,Sherman
51TX,Van
51VA,Manassas
51WA,Black Diamond
51WI,Oshkosh
51WT,Fruitland
51XS,Sabine Pass
51Z,Minto
52AK,Kenai
52AR,Greenbrier
52AZ,Seligman
52B,Greenville
52CA,Riverside
52CL,Adelanto
52CN,Paynes Creek
52CO,Monument
52FA,Lake Wales
52FD,Navarre
52FL,Frostproof
52GA,Atlanta
52I,Pinconning
52II,Plymouth
52IL,Paxton
52IN,Prairieton
52IS,Minooka
52K,Onaga
52KS,Eudora
52KY,Paris
52LA,New Orleans
52MN,Kennedy
52MO,Zell
52NC,Jacksonville
52ND,Hunter
52NE,Morrill
52NJ,Annandale
52NM,Alamogordo
52NY,Honeoye Falls
52OH,Coshocton
52OI,Canton
52OK,Tulsa
52OR,Scappoose
52PA,Tamaqua
52PN,Greencastle
52S,St Ignatius
52TA,Trenton
52TE,Junction
52TS,Spicewood
52TX,Freeport
52U,Atlanta
52VA,Manassas
52WA,Benge
52WI,Athens
52XS,Webster
52Y,Remer
52Z,Moose Pass
53AK,Sterling
53AZ,Shonto
53CA,Simi Valley
53CL,Anchor Bay
53CN,Grimes
53CO,Two Buttes
53FD,Tallahassee
53FL,Gainesville
53GA,Cave Spring
53IA,Tama
53II,Woodburn
53IL,Mansfield
53IN,Kokomo
53IS,Benton
53K,Osage City
53KS,Hesston
53KY,Eubank
53LA,Venice
53M,Alpena
53MI,Commerce
53MN,Lyle
53MO,Zalma
53NC,Lumberton
53ND,Hurdsfield
53NE,Ashland
53NJ,Egg Harbor City
53NY,Honeoye Falls
53OH,Paulding
53OI,Cleveland
53OK,Tuttle
53OR,Beaverton
53PA,Mifflinburg
53PN,Indiana
53TA,Vernon
53TE,San Antonio
53TS,Tioga
53TX,Somerset
53U,Bigfork
53VA,Midland
53W,Winn
53WA,Pasco
53WI,Argyle
53WT,Forks
53XS,San Benito
54AK,Wasilla
54AR,Altus
54AZ,Somerton
54CA,National City
54CL,Anza
54CN,Placerville
54CO,Craig
54FD,Odessa
54FL,Tampa
54GA,Hampton
54II,Bunker Hill
54IL,Streator
54IN,Indianapolis
54IS,Ohio
54KS,Wellsville
54KY,Murray
54L,Los Angeles
54LA,Baton Rouge
54LL,Springfield
54M,Rossville
54ME,New Gloucester
54MI,Bryon
54MN,Mayer
54MO,Sparta
54NC,Winfall
54NH,Meredith
54NJ,Highlands
54NY,Angelica
54OH,Paulding
54OI,Coldwater
54OK,Mounds
54OR,Bend
54PA,Martinsburg
54PN,Monroeville
54TA,Waxahachie
54TE,Thrall
54TS,Weatherford
54TX,Kingsland
54U,Big Creek
54UT,Washington Terrace
54VA,Newport News
54WA,Tukwila
54WI,Woodville
54X,Waco
55AK,Wasilla
55AZ,Stanfield
55CA,Oakland
55CL,Bakersfield
55CN,Los Angeles
55CO,Elizabeth
55FD,Baker
55FL,West Palm Beach
55G,Croswell
55GA,Lawrenceville
55GE,Tennga
55H,Atlanta
55II,Franklin
55IL,Manteno
55IN,Woodburn
55IS,Grandview
55KY,Murray
55LA,Eunice
55LL,Union
55ME,Searsmont
55MI,Comins
55MN,Mora
55MO,Jonesburg
55NC,Kinston
55ND,Killdeer
55NE,Omaha
55NJ,Whitehouse
55NM,Belen
55NY,Jamestown
55OH,Westlake
55OI,East Palestine
55OK,Inola
55OR,Corvallis
55PA,Treskow
55S,Packwood
55T,Conway
55TA,Conroe
55TE,Elmendorf
55TN,Lenoir City
55TX,Beaumont
55VA,Pearisburg
55WA,Yakima
55WI,Nekoosa
55XS,Spofford
56AK,Wasilla
56AZ,Tonopah
56CA,Los Angeles
56CL,Blythe
56CO,Durango
56FD,Malone
